Date,Last
2023-01-20,395.88
2023-01-23,400.63
2023-01-24,400.23
2023-01-25,400.32
2023-01-26,404.73
2023-01-27,405.68
2023-01-30,400.58
2023-01-31,406.44
2023-02-01,410.73
2023-02-02,416.61
2023-02-03,412.36
2023-02-06,409.94
2023-02-07,415.22
2023-02-08,410.72
2023-02-09,407.11
2023-02-10,408.04
2023-02-13,412.81
2023-02-14,412.68
2023-02-15,413.99
2023-02-16,408.33
2023-02-17,407.26
2023-02-21,399.11
2023-02-22,398.52
2023-02-23,400.66
2023-02-24,396.46
2023-02-27,397.7
2023-02-28,396.31
2023-03-01,394.76
2023-03-02,397.72
2023-03-03,404.13
2023-03-06,404.48
2023-03-07,398.31
2023-03-08,398.86
2023-03-09,391.63
2023-03-10,385.89
2023-03-13,385.29
2023-03-14,391.69
2023-03-15,389.23
2023-03-16,396.0
2023-03-17,390.14
2023-03-20,393.58
2023-03-21,398.79
2023-03-22,392.16
2023-03-23,393.15
2023-03-24,395.73
2023-03-27,396.46
2023-03-28,395.65
2023-03-29,401.33
2023-03-30,403.69
2023-03-31,409.39
2023-04-03,410.93
2023-04-04,408.67
2023-04-05,407.66
2023-04-06,409.21
2023-04-10,409.66
2023-04-11,409.7
2023-04-12,408.05
2023-04-13,413.46
2023-04-14,412.5
2023-04-17,413.95
2023-04-18,414.21
2023-04-19,414.21
2023-04-20,411.88
2023-04-21,412.18
2023-04-24,412.64
2023-04-25,406.12
2023-04-26,404.37
2023-04-27,412.41
2023-04-28,415.92
2023-05-01,415.53
2023-05-02,410.85
2023-05-03,407.97
2023-05-04,405.19
2023-05-05,412.66
2023-05-08,412.8
2023-05-09,410.97
2023-05-10,412.77
2023-05-11,412.17
2023-05-12,411.65
2023-05-15,413.02
2023-05-16,410.26
2023-05-17,415.24
2023-05-18,419.24
2023-05-19,418.6
2023-05-22,418.77
2023-05-23,414.06
2023-05-24,411.09
2023-05-25,414.63
2023-05-26,419.97
2023-05-30,420.13
2023-05-31,417.8
2023-06-01,421.82
2023-06-02,427.9
2023-06-05,427.09
2023-06-06,428.03
2023-06-07,426.59
2023-06-08,429.13
2023-06-09,429.93
2023-06-12,433.79
2023-06-13,436.68
2023-06-14,437.15
2023-06-15,442.61
2023-06-16,439.35
2023-06-20,437.22
2023-06-21,434.91
2023-06-22,436.55
2023-06-23,433.2
2023-06-26,431.42
2023-06-27,436.14
2023-06-28,436.38
2023-06-29,438.14
2023-06-30,443.23
2023-07-03,443.79
2023-07-05,443.14
2023-07-06,439.68
2023-07-07,438.53
2023-07-10,439.65
2023-07-11,442.48
2023-07-12,446.0
2023-07-13,449.56
2023-07-14,449.24
2023-07-17,450.84
2023-07-18,454.19
2023-07-19,455.22
2023-07-20,452.19
2023-07-21,452.18
2023-07-24,454.2
2023-07-25,455.44
2023-07-26,455.5
2023-07-27,452.49
2023-07-28,456.88
2023-07-31,457.79
2023-08-01,456.45
2023-08-02,450.13
2023-08-03,448.85
2023-08-04,446.81
2023-08-07,450.71
2023-08-08,448.75
2023-08-09,445.75
2023-08-10,445.97
2023-08-11,445.58
2023-08-14,448.04
2023-08-15,442.89
2023-08-16,439.64
2023-08-17,436.26
2023-08-18,436.48
2023-08-21,439.33
2023-08-22,438.15
2023-08-23,443.03
2023-08-24,436.92
2023-08-25,439.95
2023-08-28,442.7
2023-08-29,449.11
2023-08-30,450.93
2023-08-31,450.29
2023-09-01,451.19
2023-09-05,449.3
2023-09-06,446.14
2023-09-07,444.85
2023-09-08,445.49
2023-09-11,448.45
2023-09-12,445.98
2023-09-13,446.51
2023-09-14,450.4
2023-09-15,443.35
2023-09-18,443.63
2023-09-19,442.71
2023-09-20,438.63
2023-09-21,431.53
2023-09-22,430.39
2023-09-25,432.23
2023-09-26,425.85
2023-09-27,426.02
2023-09-28,428.52
2023-09-29,427.4
2023-10-02,427.36
2023-10-03,421.68
2023-10-04,424.69
2023-10-05,424.47
2023-10-06,429.58
2023-10-09,432.27
2023-10-10,434.52
2023-10-11,436.31
2023-10-12,433.73
2023-10-13,431.55
2023-10-16,436.04
2023-10-17,436.09
2023-10-18,430.24
2023-10-19,426.45
2023-10-20,421.21
2023-10-23,420.44
2023-10-24,423.58
2023-10-25,417.61
2023-10-26,412.61
2023-10-27,410.69
2023-10-30,415.66
2023-10-31,418.2
2023-11-01,422.69
2023-11-02,430.77
2023-11-03,434.73
2023-11-06,435.7
2023-11-07,436.87
2023-11-08,437.25
2023-11-09,433.87
2023-11-10,440.71
2023-11-13,440.22
2023-11-14,448.76
2023-11-15,449.69
2023-11-16,450.21
2023-11-17,450.78
2023-11-20,454.26
2023-11-21,453.31
2023-11-22,455.08
2023-11-24,455.3
2023-11-27,454.51
2023-11-28,454.9
2023-11-29,454.63
2023-11-30,456.23
2023-12-01,459.02
2023-12-04,456.66
2023-12-05,456.57
2023-12-06,454.74
2023-12-07,458.24
2023-12-08,460.14
2023-12-11,462.0
2023-12-12,464.19
2023-12-13,470.53
2023-12-14,472.02
2023-12-15,469.41
2023-12-18,472.0
2023-12-19,474.8
2023-12-20,468.07
2023-12-21,472.7
2023-12-22,473.68
2023-12-26,475.61
2023-12-27,476.47
2023-12-28,476.73
2023-12-29,475.31
