date,open,high,low,close,volume
16/08/1977,2.3313,2.3584,2.3042,2.3042,171200
17/08/1977,2.2901,2.2901,2.2359,2.2901,187600
18/08/1977,2.2901,2.3183,2.1687,2.1687,137600
19/08/1977,2.0732,2.0732,1.993,2.0732,688800
22/08/1977,2.0732,2.0873,2.019,2.0873,317600
23/08/1977,2.0873,2.1014,2.0732,2.0732,115600
24/08/1977,2.0732,2.0873,2.0472,2.0602,100000
25/08/1977,2.0602,2.0732,2.0602,2.0602,69200
26/08/1977,2.0602,2.1275,2.0602,2.1144,289200
29/08/1977,2.1415,2.1817,2.1415,2.1817,203600
30/08/1977,2.1687,2.1687,2.1556,2.1556,82400
31/08/1977,2.1556,2.1687,2.1415,2.1687,63200
01/09/1977,2.1687,2.1687,2.1556,2.1556,204800
02/09/1977,2.1556,2.1817,2.1556,2.1817,38000
06/09/1977,2.1817,2.1817,2.1556,2.1687,80400
07/09/1977,2.1687,2.1687,2.1144,2.1415,122400
08/09/1977,2.1415,2.1415,2.0732,2.0732,90000
09/09/1977,2.0732,2.1014,2.0602,2.1014,112800
12/09/1977,2.1014,2.1144,2.0732,2.1144,98000
13/09/1977,2.1014,2.1014,2.0602,2.0732,52000
14/09/1977,2.0732,2.0873,2.0602,2.0873,55200
15/09/1977,2.0873,2.1144,2.0732,2.0732,85200
16/09/1977,2.0732,2.1014,2.0732,2.1014,97200
19/09/1977,2.1014,2.1144,2.0873,2.1014,71200
20/09/1977,2.0873,2.0873,2.0602,2.0732,220800
21/09/1977,2.0732,2.0732,2.0472,2.0602,92800
22/09/1977,2.0472,2.0472,2.0331,2.0331,119600
23/09/1977,2.0331,2.0602,2.0331,2.0331,51600
26/09/1977,2.0331,2.0472,2.019,2.0472,139200
27/09/1977,2.0472,2.0602,2.019,2.0472,121600
28/09/1977,2.0472,2.0602,2.0331,2.0331,59600
29/09/1977,2.0331,2.0602,2.0331,2.0472,70000
30/09/1977,2.0472,2.0732,2.0331,2.0732,85200
03/10/1977,2.0732,2.0732,2.0331,2.0472,183200
04/10/1977,2.0472,2.0602,2.019,2.019,73600
05/10/1977,2.019,2.0331,2.019,2.0331,53600
06/10/1977,2.0331,2.0472,2.0331,2.0472,82400
07/10/1977,2.0472,2.0732,2.0472,2.0602,162800
10/10/1977,2.0602,2.0602,2.019,2.0472,73600
11/10/1977,2.0472,2.1415,2.0331,2.0331,92000
12/10/1977,2.0331,2.0331,2.006,2.0331,64400
13/10/1977,2.019,2.019,1.9518,1.9518,320000
14/10/1977,1.9518,2.006,1.9388,1.9518,260800
17/10/1977,1.9518,1.993,1.9518,1.9789,193200
18/10/1977,1.9789,2.006,1.9518,1.993,165200
19/10/1977,1.9648,1.9648,1.9518,1.9648,53600
20/10/1977,1.9648,2.0331,1.9518,2.0331,49200
21/10/1977,2.019,2.019,1.9648,2.019,116800
24/10/1977,2.019,2.019,2.006,2.006,40800
25/10/1977,2.006,2.019,1.993,2.019,185200
26/10/1977,2.019,2.0331,1.9789,2.0331,95600
27/10/1977,2.0331,2.0602,2.0331,2.0331,132800
28/10/1977,2.0331,2.0331,2.006,2.0331,60800
31/10/1977,2.0331,2.0472,2.0331,2.0472,39200
01/11/1977,2.0472,2.0472,1.993,2.006,44800
02/11/1977,2.006,2.019,1.9789,1.993,44800
03/11/1977,1.993,1.993,1.9518,1.993,146800
04/11/1977,1.993,2.0331,1.9648,2.019,49600
07/11/1977,2.019,2.0331,2.006,2.006,40800
08/11/1977,2.006,2.0331,2.006,2.019,58800
09/11/1977,2.019,2.0331,1.993,2.019,83200
10/11/1977,2.0331,2.0732,2.0331,2.0732,107200
11/11/1977,2.1014,2.1415,2.1014,2.1275,254400
14/11/1977,2.1275,2.1275,2.0873,2.0873,105600
15/11/1977,2.0873,2.1144,2.0873,2.1014,82400
16/11/1977,2.1014,2.1275,2.1014,2.1014,60000
17/11/1977,2.1014,2.1014,2.0331,2.0331,88800
18/11/1977,2.0331,2.0602,2.0331,2.0602,476000
21/11/1977,2.0602,2.0732,2.0331,2.0472,72800
22/11/1977,2.0472,2.0873,2.0472,2.0873,143200
23/11/1977,2.1144,2.1556,2.1144,2.1556,295200
25/11/1977,2.1687,2.1817,2.1687,2.1687,87200
28/11/1977,2.1687,2.2099,2.1415,2.1556,107200
29/11/1977,2.1556,2.1556,2.1275,2.1415,108000
30/11/1977,2.1415,2.1817,2.1415,2.1817,120400
01/12/1977,2.1817,2.1817,2.1556,2.1687,110400
02/12/1977,2.1687,2.1817,2.1415,2.1687,58000
05/12/1977,2.1687,2.1687,2.1415,2.1415,56000
06/12/1977,2.1415,2.1415,2.1014,2.1014,158800
07/12/1977,2.1014,2.1014,2.0732,2.0873,126800
08/12/1977,2.0873,2.1014,2.0472,2.0472,109600
09/12/1977,2.0602,2.1144,2.0602,2.1144,44800
12/12/1977,2.1014,2.1014,2.0602,2.0602,62000
13/12/1977,2.0602,2.1014,2.0472,2.0472,62800
14/12/1977,2.0472,2.0873,2.0331,2.0873,87200
15/12/1977,2.0873,2.1014,2.0602,2.0732,78000
16/12/1977,2.0732,2.0732,2.0472,2.0472,102400
19/12/1977,2.0472,2.0472,1.993,2.006,154000
20/12/1977,2.006,2.006,1.9648,1.9789,151200
21/12/1977,1.9789,2.0331,1.9648,1.9648,131600
22/12/1977,1.9789,2.019,1.9789,1.9789,158400
23/12/1977,1.993,2.019,1.993,2.019,84800
27/12/1977,2.019,2.0472,2.006,2.0331,82000
28/12/1977,2.0331,2.0472,1.993,2.0331,68000
29/12/1977,2.0331,2.0602,2.019,2.0602,107200
30/12/1977,2.0602,2.0602,2.019,2.0472,120400
03/01/1978,2.0472,2.0472,1.9789,2.006,106000
04/01/1978,1.993,1.993,1.9648,1.9789,45600
05/01/1978,1.9789,2.006,1.9518,1.9648,148800
06/01/1978,1.9789,2.006,1.9518,1.9648,148800
09/01/1978,1.9388,1.9388,1.8976,1.9247,158800
10/01/1978,1.9247,1.9518,1.9106,1.9106,59200
11/01/1978,1.9247,1.9518,1.9247,1.9518,46000
12/01/1978,1.9518,1.9648,1.9106,1.9648,64800
13/01/1978,1.9648,2.006,1.9518,1.9789,82400
16/01/1978,1.9789,1.993,1.9518,1.9789,39600
17/01/1978,1.9789,1.993,1.9518,1.9648,48400
18/01/1978,1.9648,1.993,1.9648,1.993,34000
19/01/1978,1.993,1.993,1.9648,1.9648,62800
20/01/1978,1.9648,1.993,1.9648,1.9789,64000
23/01/1978,1.9789,1.993,1.9518,1.9789,133600
24/01/1978,1.9789,1.993,1.9648,1.993,95600
25/01/1978,1.993,2.006,1.9789,2.006,56400
26/01/1978,2.006,2.006,1.9789,1.993,104400
27/01/1978,1.9789,1.9789,1.9648,1.9648,40800
30/01/1978,1.9648,1.9789,1.9518,1.9518,45600
31/01/1978,1.9518,1.9648,1.9388,1.9518,41600
01/02/1978,1.9518,1.9518,1.9247,1.9518,98000
02/02/1978,1.9518,1.9789,1.9518,1.9648,117200
03/02/1978,1.9648,1.9648,1.9518,1.9518,48800
06/02/1978,1.9518,1.9789,1.9518,1.9648,37600
07/02/1978,1.9648,1.9789,1.9518,1.9789,62000
08/02/1978,1.9789,1.993,1.9648,1.993,46000
09/02/1978,1.9789,1.9789,1.9648,1.9648,28400
10/02/1978,1.9648,1.9789,1.9518,1.9648,44000
13/02/1978,1.9648,1.9789,1.9648,1.9789,31600
14/02/1978,1.9789,1.993,1.9648,1.9789,34000
15/02/1978,1.9789,1.9789,1.9518,1.9518,113600
16/02/1978,1.9518,1.9648,1.9388,1.9388,134400
17/02/1978,1.9388,1.9518,1.9388,1.9518,39200
21/02/1978,1.9388,1.9388,1.9106,1.9247,101600
22/02/1978,1.9388,1.9388,1.8976,1.9106,50400
23/02/1978,1.9106,1.9247,1.9106,1.9106,48400
24/02/1978,1.9106,1.9388,1.9106,1.9247,32800
27/02/1978,1.9247,1.9518,1.9106,1.9106,96400
28/02/1978,1.9106,1.9388,1.9106,1.9247,55200
01/03/1978,1.9247,1.9388,1.9106,1.9247,84400
02/03/1978,1.9247,1.9388,1.9247,1.9247,77600
03/03/1978,1.9247,1.9518,1.9247,1.9247,114000
06/03/1978,1.9247,1.9518,1.9247,1.9388,62800
07/03/1978,1.9388,1.9648,1.9388,1.9648,235200
08/03/1978,1.9648,1.993,1.9648,1.9789,55200
09/03/1978,1.9789,1.993,1.9648,1.993,41200
10/03/1978,1.993,2.0331,1.993,2.0331,66400
13/03/1978,2.0331,2.0602,2.0331,2.0602,83200
14/03/1978,2.0602,2.0602,2.0331,2.0472,50400
15/03/1978,2.0472,2.0472,2.019,2.019,84400
16/03/1978,2.019,2.0331,2.006,2.006,61200
17/03/1978,2.006,2.019,2.006,2.019,68000
20/03/1978,2.019,2.019,2.006,2.006,74800
21/03/1978,2.006,2.019,2.006,2.006,97600
22/03/1978,2.006,2.019,2.006,2.006,226400
23/03/1978,2.006,2.006,1.993,1.993,30000
27/03/1978,1.993,2.019,1.993,1.993,73200
28/03/1978,1.993,2.006,1.9789,2.006,66000
29/03/1978,2.006,2.019,2.006,2.019,42800
30/03/1978,2.019,2.019,1.993,2.006,46800
31/03/1978,2.006,2.006,1.993,1.993,77600
03/04/1978,1.993,1.993,1.9789,1.993,42000
04/04/1978,1.993,1.993,1.9789,1.9789,54400
05/04/1978,1.9789,1.993,1.9789,1.993,42800
06/04/1978,1.993,2.006,1.9789,2.006,38800
07/04/1978,2.006,2.006,1.9789,1.9789,152800
10/04/1978,1.9789,1.993,1.9648,1.993,153600
11/04/1978,1.993,1.993,1.9789,1.993,176400
12/04/1978,1.993,1.993,1.9789,1.993,171600
13/04/1978,1.993,2.006,1.9789,2.006,188800
14/04/1978,2.006,2.0602,2.006,2.0602,460400
17/04/1978,2.0602,2.1415,2.0602,2.1275,284400
18/04/1978,2.1275,2.1817,2.1209,2.1817,195600
19/04/1978,2.1817,2.2359,2.1556,2.2229,208800
20/04/1978,2.2229,2.2641,2.2099,2.2229,180000
21/04/1978,2.2229,2.25,2.1958,2.2359,140400
24/04/1978,2.2359,2.2771,2.2229,2.2641,162800
25/04/1978,2.2641,2.2771,2.25,2.25,423600
26/04/1978,2.25,2.2641,2.2359,2.25,220400
27/04/1978,2.25,2.25,2.1958,2.2099,298800
28/04/1978,2.2099,2.2641,2.2099,2.2229,104800
01/05/1978,2.2359,2.2771,2.2359,2.2641,214400
02/05/1978,2.25,2.25,2.2229,2.2359,94800
03/05/1978,2.2359,2.2359,2.1958,2.1958,130000
04/05/1978,2.1958,2.2099,2.1817,2.1817,115600
05/05/1978,2.1817,2.1817,2.1556,2.1687,92000
08/05/1978,2.1687,2.1817,2.1415,2.1415,116400
09/05/1978,2.1415,2.1556,2.1014,2.1415,128400
10/05/1978,2.1415,2.1556,2.1275,2.1556,126000
11/05/1978,2.1556,2.1687,2.1556,2.1556,48000
12/05/1978,2.1556,2.1958,2.1275,2.1817,170000
15/05/1978,2.1817,2.2229,2.1687,2.2099,100400
16/05/1978,2.2099,2.2229,2.1817,2.1958,148000
17/05/1978,2.1958,2.2099,2.1687,2.2099,89600
18/05/1978,2.2099,2.2359,2.2099,2.2229,238000
19/05/1978,2.2229,2.2229,2.1817,2.1958,71200
22/05/1978,2.1958,2.2099,2.1556,2.1958,116000
23/05/1978,2.1958,2.2099,2.1817,2.1958,156000
24/05/1978,2.1958,2.1958,2.1556,2.1958,92000
25/05/1978,2.1817,2.1817,2.1415,2.1687,118400
26/05/1978,2.1687,2.1817,2.1415,2.1687,138000
30/05/1978,2.1556,2.1556,2.1144,2.1556,42000
31/05/1978,2.1556,2.1556,2.1415,2.1556,175200
01/06/1978,2.1556,2.1556,2.1275,2.1415,168800
02/06/1978,2.1415,2.1687,2.1415,2.1556,76400
05/06/1978,2.1556,2.1687,2.1275,2.1556,75600
06/06/1978,2.1556,2.1958,2.1275,2.1817,214000
07/06/1978,2.1687,2.1687,2.1556,2.1556,54800
08/06/1978,2.1556,2.1687,2.1415,2.1556,120000
09/06/1978,2.1556,2.1556,2.1144,2.1144,120000
12/06/1978,2.1144,2.1556,2.1144,2.1275,82400
13/06/1978,2.1275,2.1556,2.1275,2.1415,110800
14/06/1978,2.1415,2.1415,2.1144,2.1275,103600
15/06/1978,2.1275,2.1275,2.1144,2.1275,66400
16/06/1978,2.1144,2.1144,2.0472,2.0602,240800
19/06/1978,2.0602,2.0732,2.0472,2.0602,83600
20/06/1978,2.0602,2.0602,2.0331,2.0331,68400
21/06/1978,2.0331,2.0331,2.019,2.019,198800
22/06/1978,2.019,2.0602,2.006,2.0331,74800
23/06/1978,2.0331,2.0331,1.993,1.993,83200
26/06/1978,1.993,2.006,1.9789,1.993,140400
27/06/1978,1.993,2.019,1.993,2.006,55200
28/06/1978,2.006,2.0331,1.993,2.019,36000
29/06/1978,2.019,2.0602,2.019,2.0602,93200
30/06/1978,2.0602,2.0732,2.0472,2.0602,35600
03/07/1978,2.0602,2.0732,2.0331,2.0602,26400
05/07/1978,2.0602,2.0602,2.019,2.019,126800
06/07/1978,2.019,2.019,1.993,2.019,245600
07/07/1978,2.019,2.0331,2.006,2.019,88400
10/07/1978,2.019,2.019,2.006,2.019,52000
11/07/1978,2.019,2.019,1.993,2.019,73600
12/07/1978,2.019,2.0472,2.019,2.0472,34000
13/07/1978,2.0472,2.0472,2.019,2.0331,276400
14/07/1978,2.0331,2.0732,2.0331,2.0602,35200
17/07/1978,2.0602,2.0873,2.0602,2.0602,111200
18/07/1978,2.0602,2.0602,2.019,2.019,215200
19/07/1978,2.019,2.0602,2.006,2.0472,1324800
20/07/1978,2.0472,2.0732,2.0331,2.0472,267600
21/07/1978,2.0472,2.0732,2.019,2.019,143600
24/07/1978,2.019,2.0602,2.019,2.0602,103200
25/07/1978,2.0602,2.0602,2.0472,2.0602,246000
26/07/1978,2.0472,2.0472,1.993,2.0472,159600
27/07/1978,2.0331,2.0331,2.006,2.0331,70400
28/07/1978,2.0331,2.0602,2.0331,2.0602,114000
31/07/1978,2.0602,2.0732,2.0472,2.0732,228400
01/08/1978,2.0732,2.1415,2.0602,2.1415,212800
02/08/1978,2.1415,2.1687,2.1144,2.1687,361600
03/08/1978,2.1958,2.2359,2.1958,2.2099,345200
04/08/1978,2.2099,2.2099,2.1556,2.1817,86800
07/08/1978,2.1817,2.2099,2.1144,2.1275,232000
08/08/1978,2.1275,2.1817,2.1014,2.1556,500400
09/08/1978,2.1556,2.1958,2.1275,2.1415,152400
10/08/1978,2.1415,2.1556,2.0602,2.1415,116000
11/08/1978,2.1415,2.1958,2.1415,2.1958,89200
14/08/1978,2.1958,2.2099,2.1687,2.1687,67600
15/08/1978,2.1687,2.1817,2.1556,2.1687,347200
16/08/1978,2.1687,2.1817,2.1556,2.1817,88400
17/08/1978,2.1817,2.3183,2.1817,2.2771,516400
18/08/1978,2.2771,2.2771,2.2229,2.2641,260000
21/08/1978,2.2641,2.2771,2.2099,2.2771,211200
22/08/1978,2.2771,2.3313,2.2359,2.3313,259600
23/08/1978,2.3313,2.3443,2.3183,2.3313,176400
24/08/1978,2.3313,2.3313,2.3042,2.3183,96800
25/08/1978,2.3042,2.3042,2.2771,2.2901,81200
28/08/1978,2.2901,2.2901,2.25,2.2771,154000
29/08/1978,2.2641,2.2641,2.2099,2.2359,463200
30/08/1978,2.2771,2.3584,2.2771,2.3313,306000
31/08/1978,2.3313,2.3443,2.3183,2.3443,160000
01/09/1978,2.3443,2.3443,2.3042,2.3313,128000
05/09/1978,2.3443,2.3584,2.3443,2.3584,116400
06/09/1978,2.3584,2.3855,2.3443,2.3725,96000
07/09/1978,2.3725,2.4397,2.3725,2.4267,369200
08/09/1978,2.4397,2.4528,2.4397,2.4528,266000
11/09/1978,2.4528,2.494,2.4267,2.4397,199600
12/09/1978,2.4397,2.4668,2.4267,2.4397,271200
13/09/1978,2.4397,2.4668,2.4267,2.4397,183600
14/09/1978,2.4267,2.4267,2.3855,2.3855,103200
15/09/1978,2.3725,2.3725,2.3313,2.3443,90800
18/09/1978,2.3443,2.3584,2.2229,2.25,193600
19/09/1978,2.25,2.2771,2.2359,2.2641,68000
20/09/1978,2.2641,2.3313,2.25,2.2641,397200
21/09/1978,2.2641,2.2641,2.2099,2.25,81600
22/09/1978,2.25,2.2771,2.25,2.25,130000
25/09/1978,2.25,2.2641,2.2229,2.25,90000
26/09/1978,2.25,2.3183,2.2229,2.2901,170000
27/09/1978,2.3183,2.3584,2.3183,2.3584,112000
28/09/1978,2.3584,2.3985,2.3313,2.3985,199600
29/09/1978,2.3985,2.3985,2.3584,2.3584,143200
02/10/1978,2.3855,2.3855,2.3443,2.3725,80000
03/10/1978,2.3725,2.3985,2.3443,2.3443,80000
04/10/1978,2.3313,2.3313,2.3042,2.3183,87200
05/10/1978,2.3183,2.3313,2.2901,2.2901,60000
06/10/1978,2.2901,2.3443,2.2771,2.3183,56800
09/10/1978,2.3183,2.3183,2.2901,2.3042,75200
10/10/1978,2.3183,2.3443,2.3183,2.3313,129200
11/10/1978,2.3313,2.3584,2.3183,2.3584,56000
12/10/1978,2.3584,2.4267,2.3584,2.3985,182400
13/10/1978,2.3855,2.3855,2.3443,2.3725,48000
16/10/1978,2.3725,2.3725,2.3183,2.3183,206400
17/10/1978,2.2901,2.2901,2.25,2.2641,123200
18/10/1978,2.2641,2.2771,2.2229,2.2359,153600
19/10/1978,2.2229,2.2229,2.1958,2.1958,89600
20/10/1978,2.1958,2.1958,2.1014,2.1275,131200
23/10/1978,2.1275,2.1556,2.0732,2.1415,135600
24/10/1978,2.1415,2.1958,2.1415,2.1556,117600
25/10/1978,2.1556,2.2359,2.1415,2.1817,149200
26/10/1978,2.1817,2.25,2.0602,2.0602,224800
27/10/1978,2.0602,2.1275,1.9648,1.9648,102000
30/10/1978,1.9648,2.0472,1.8564,2.019,188000
31/10/1978,2.019,2.1014,1.9648,1.9789,208000
01/11/1978,2.019,2.0873,2.019,2.0602,118400
02/11/1978,2.0602,2.1014,1.993,1.993,117600
03/11/1978,1.993,2.0331,1.993,2.019,70800
06/11/1978,2.019,2.0732,2.006,2.006,101600
07/11/1978,2.006,2.006,1.993,1.993,57200
08/11/1978,1.993,2.0602,1.9789,2.0472,45600
09/11/1978,2.0472,2.0602,1.993,1.993,56800
10/11/1978,1.993,2.006,1.993,2.006,40800
13/11/1978,2.006,2.0331,1.9648,1.9789,45200
14/11/1978,1.9518,1.9518,1.9106,1.9106,146000
15/11/1978,1.9106,1.9388,1.9106,1.9388,42800
16/11/1978,1.9388,2.0472,1.9388,2.006,126800
17/11/1978,2.019,2.0732,2.019,2.0602,200000
20/11/1978,2.0602,2.0873,2.019,2.0472,51600
21/11/1978,2.0472,2.0732,2.019,2.0472,76400
22/11/1978,2.0732,2.0732,2.0602,2.0602,65200
24/11/1978,2.0602,2.0732,2.0602,2.0732,30800
27/11/1978,2.0732,2.1144,2.0732,2.0732,46400
28/11/1978,2.0732,2.0873,2.0602,2.0732,73200
29/11/1978,2.0732,2.0732,2.0472,2.0472,73200
30/11/1978,2.0472,2.0873,2.0472,2.0873,98800
01/12/1978,2.0873,2.1275,2.0732,2.1144,80000
04/12/1978,2.1275,2.1415,2.1275,2.1415,64800
05/12/1978,2.1415,2.1556,2.1415,2.1556,53200
06/12/1978,2.1556,2.1817,2.1275,2.1415,82400
07/12/1978,2.1415,2.1556,2.0873,2.0873,61600
08/12/1978,2.0873,2.1275,2.0732,2.0732,53600
11/12/1978,2.0732,2.1014,2.0732,2.0732,37600
12/12/1978,2.0732,2.0873,2.0602,2.0602,130800
13/12/1978,2.0602,2.1144,2.0472,2.0732,106800
14/12/1978,2.0732,2.0873,2.0602,2.0873,168800
15/12/1978,2.0873,2.1014,2.0873,2.0873,108000
18/12/1978,2.0732,2.0732,2.0331,2.0602,154400
19/12/1978,2.0602,2.0873,2.0602,2.0602,86000
20/12/1978,2.0602,2.0732,2.0602,2.0602,126800
21/12/1978,2.0602,2.0873,2.0602,2.0732,124400
22/12/1978,2.0732,2.1415,2.0732,2.1415,68400
26/12/1978,2.1415,2.1415,2.1014,2.1275,35200
27/12/1978,2.1275,2.1415,2.0732,2.0873,63600
28/12/1978,2.0873,2.1014,2.0732,2.0732,67600
29/12/1978,2.0732,2.1014,2.0732,2.1014,84000
02/01/1979,2.1014,2.1014,2.0873,2.1014,46000
03/01/1979,2.1014,2.1144,2.0873,2.1144,40000
04/01/1979,2.1144,2.1275,2.1014,2.1144,36000
05/01/1979,2.1275,2.1556,2.1275,2.1415,121600
08/01/1979,2.1415,2.1556,2.1275,2.1415,46000
09/01/1979,2.1415,2.1687,2.1415,2.1687,45200
10/01/1979,2.1687,2.1687,2.1415,2.1556,49200
11/01/1979,2.1556,2.1687,2.1415,2.1687,36400
12/01/1979,2.1687,2.2099,2.1556,2.1817,226000
15/01/1979,2.2099,2.2771,2.2099,2.2641,121200
16/01/1979,2.2641,2.2641,2.2359,2.2359,99600
17/01/1979,2.2359,2.2359,2.1958,2.2099,81200
18/01/1979,2.2229,2.2901,2.2229,2.2771,141600
19/01/1979,2.2771,2.2901,2.2359,2.2771,78400
22/01/1979,2.25,2.25,2.2359,2.25,77200
23/01/1979,2.25,2.2771,2.2359,2.25,114800
24/01/1979,2.25,2.3584,2.2359,2.25,130000
25/01/1979,2.25,2.2771,2.25,2.2771,38400
26/01/1979,2.25,2.25,2.2099,2.2229,83200
29/01/1979,2.2229,2.25,2.1958,2.1958,56400
30/01/1979,2.1958,2.2359,2.1817,2.2099,58800
31/01/1979,2.2099,2.2099,2.1687,2.1958,57600
01/02/1979,2.1817,2.1817,2.1415,2.1817,74000
02/02/1979,2.1687,2.2099,2.1687,2.1958,68400
05/02/1979,2.1958,2.1958,2.1415,2.1556,61200
06/02/1979,2.1556,2.1687,2.1415,2.1556,52000
07/02/1979,2.1556,2.1556,2.1275,2.1275,41600
08/02/1979,2.1275,2.1415,2.1275,2.1415,44800
09/02/1979,2.1415,2.1556,2.1275,2.1415,46800
12/02/1979,2.1415,2.1556,2.1415,2.1415,74800
13/02/1979,2.1415,2.1687,2.1275,2.1556,80000
14/02/1979,2.1687,2.2099,2.1687,2.1817,62000
15/02/1979,2.1817,2.1817,2.1687,2.1687,258400
16/02/1979,2.1687,2.1958,2.1687,2.1958,258400
20/02/1979,2.1958,2.1958,2.1556,2.1817,74000
21/02/1979,2.1817,2.1817,2.1687,2.1687,106800
22/02/1979,2.1556,2.1556,2.1415,2.1415,45200
23/02/1979,2.1415,2.1556,2.0873,2.1415,62000
26/02/1979,2.1415,2.1415,2.1144,2.1144,31600
27/02/1979,2.1144,2.1415,2.0873,2.0873,162400
28/02/1979,2.0873,2.1144,2.0602,2.1014,55200
01/03/1979,2.1144,2.1415,2.1144,2.1415,32400
02/03/1979,2.1556,2.1817,2.1556,2.1817,78800
05/03/1979,2.1817,2.2099,2.1687,2.1687,126000
06/03/1979,2.1687,2.2229,2.1687,2.2229,77600
07/03/1979,2.2771,2.3042,2.25,2.2771,311200
08/03/1979,2.2901,2.3443,2.2901,2.3443,312800
09/03/1979,2.3584,2.3725,2.3584,2.3584,264400
12/03/1979,2.3584,2.3584,2.3183,2.3443,189600
13/03/1979,2.3443,2.4126,2.3313,2.3855,312800
14/03/1979,2.3855,2.3985,2.3725,2.3855,201600
15/03/1979,2.3855,2.3985,2.3855,2.3855,120800
16/03/1979,2.3855,2.3985,2.3443,2.3725,159600
19/03/1979,2.3725,2.3855,2.3584,2.3855,217200
20/03/1979,2.3855,2.3855,2.3584,2.3725,213600
21/03/1979,2.3725,2.3725,2.3584,2.3584,136800
22/03/1979,2.3855,2.4126,2.3855,2.3855,174800
23/03/1979,2.3855,2.4126,2.3855,2.3985,130000
26/03/1979,2.3855,2.4126,2.3855,2.3985,70800
27/03/1979,2.3985,2.494,2.3985,2.494,1134000
28/03/1979,2.494,2.507,2.4528,2.4528,376000
29/03/1979,2.4528,2.507,2.4397,2.494,162800
30/03/1979,2.494,2.5211,2.4809,2.5211,103200
02/04/1979,2.494,2.494,2.4528,2.494,148000
03/04/1979,2.494,2.5352,2.4809,2.5352,184400
04/04/1979,2.5352,2.6295,2.5352,2.6154,892400
05/04/1979,2.6154,2.7238,2.6024,2.7108,1131200
06/04/1979,2.7108,2.9006,2.7108,2.8193,2773600
09/04/1979,2.778,2.778,2.778,2.778,800
10/04/1979,3.3614,3.4699,3.3614,3.3614,152000
11/04/1979,3.3614,3.4568,3.24,3.253,2110800
12/04/1979,3.253,3.266,3.1315,3.2259,3767600
16/04/1979,3.2259,3.2259,3.1446,3.1858,1152800
17/04/1979,3.1576,3.1576,3.0361,3.1315,2250000
18/04/1979,3.1315,3.1858,3.0773,3.0903,1311600
19/04/1979,3.0903,3.1315,3.0632,3.1033,735200
20/04/1979,3.1033,3.2259,3.1033,3.2259,1008400
23/04/1979,3.2118,3.2118,3.1446,3.1858,760000
24/04/1979,3.1858,3.1988,3.1576,3.1858,578800
25/04/1979,3.1576,3.1576,3.1174,3.1315,537200
26/04/1979,3.1315,3.1717,3.1174,3.1576,794400
27/04/1979,3.1576,3.1576,3.1174,3.1174,319600
30/04/1979,3.1174,3.1315,2.8605,2.9548,1419600
01/05/1979,2.9006,2.9006,2.7108,2.778,2474400
02/05/1979,2.778,2.8605,2.7379,2.8193,1282000
03/05/1979,2.8193,2.8865,2.7921,2.8193,750800
04/05/1979,2.8193,2.8735,2.8193,2.8323,712000
07/05/1979,2.8193,2.8193,2.752,2.765,489600
08/05/1979,2.765,2.765,2.7238,2.752,308400
09/05/1979,2.765,2.9147,2.765,2.9006,559600
10/05/1979,2.9006,2.9548,2.8735,2.8735,540400
11/05/1979,2.8865,2.9277,2.8865,2.9147,126000
14/05/1979,2.9147,2.9277,2.7921,2.8062,294000
15/05/1979,2.8062,2.8735,2.765,2.7921,663600
16/05/1979,2.8062,2.8323,2.8062,2.8193,166800
17/05/1979,2.8323,3.0491,2.8323,3.0361,956000
18/05/1979,3.0361,3.0773,2.9548,3.0491,457600
21/05/1979,3.0491,3.0491,2.9819,2.9819,261200
22/05/1979,2.9819,2.9819,2.9277,2.9277,296800
23/05/1979,2.9277,2.9407,2.8605,2.8735,277200
24/05/1979,2.8735,2.9949,2.8605,2.9819,254400
25/05/1979,2.9548,2.9548,2.9006,2.9006,131200
29/05/1979,2.6837,2.6837,2.6436,2.6837,845600
30/05/1979,2.6566,2.6566,2.5612,2.5894,932000
31/05/1979,2.5894,2.6978,2.5753,2.6696,429200
01/06/1979,2.6696,2.6837,2.6295,2.6436,156800
04/06/1979,2.6436,2.6436,2.6154,2.6154,232800
05/06/1979,2.6154,2.8062,2.6024,2.8062,980800
06/06/1979,2.8193,2.9407,2.8193,2.8735,2342000
07/06/1979,2.8735,2.9006,2.8062,2.8193,312800
08/06/1979,2.8193,2.8605,2.765,2.8193,156400
11/06/1979,2.8193,2.8193,2.7921,2.8193,116800
12/06/1979,2.8193,2.8735,2.7921,2.7921,320800
13/06/1979,2.7921,2.8193,2.778,2.8193,92000
14/06/1979,2.8193,2.8464,2.7921,2.8464,486400
15/06/1979,2.8464,2.9277,2.8323,2.9147,1088800
18/06/1979,2.9147,2.9407,2.9147,2.9277,327600
19/06/1979,2.9147,2.9147,2.8865,2.8865,154400
20/06/1979,2.8865,2.9147,2.8735,2.9147,84800
21/06/1979,2.9819,3.0231,2.9819,2.9819,389600
22/06/1979,2.9689,2.9689,2.9147,2.9407,196400
25/06/1979,2.9407,2.9407,2.8865,2.8865,155600
26/06/1979,2.8865,2.9147,2.8865,2.8865,106800
27/06/1979,2.8865,2.9147,2.8735,2.8865,118400
28/06/1979,2.8865,2.9277,2.8735,2.8865,107600
29/06/1979,2.8865,2.8865,2.8464,2.8735,141600
02/07/1979,2.8323,2.8323,2.778,2.778,122800
03/07/1979,2.778,2.7921,2.7379,2.778,101200
