iter	Accuracy	Logloss
146	0.5203511572	0.692405049
147	0.5195530726	0.6924040079
148	0.5195530726	0.6924029695
149	0.5195530726	0.6924019337
150	0.5195530726	0.6924009007
151	0.5195530726	0.6923998704
152	0.5195530726	0.6923981412
153	0.5195530726	0.6923971162
154	0.5195530726	0.6923960939
155	0.5195530726	0.6923950742
156	0.5195530726	0.6923940572
157	0.518754988	0.6923928867
158	0.5195530726	0.6923911426
159	0.518754988	0.6923901335
160	0.5179569034	0.692389127
161	0.5171588188	0.6923881232
162	0.5179569034	0.6923568425
163	0.5171588188	0.6923552806
164	0.5171588188	0.6923542851
165	0.5171588188	0.6923532921
166	0.5179569034	0.6922928908
167	0.5171588188	0.6922919036
168	0.5171588188	0.6922894001
169	0.5171588188	0.6922884179
170	0.5171588188	0.6922866597
171	0.5171588188	0.6922856826
172	0.5203511572	0.6922426725
173	0.5203511572	0.6922417
174	0.5203511572	0.6922407298
175	0.5203511572	0.6922397621
176	0.5203511572	0.6922387971
177	0.5203511572	0.6922378345
178	0.5203511572	0.6922331173
179	0.5203511572	0.6922321597
180	0.5203511572	0.6922312046
181	0.5203511572	0.6922302519
182	0.5203511572	0.6922293017
183	0.5203511572	0.6922205553
184	0.5203511572	0.6922196101
185	0.5203511572	0.6922186673
186	0.5203511572	0.6922177269
187	0.5195530726	0.6922167891
188	0.5195530726	0.6922158536
189	0.5195530726	0.6922149206
190	0.5195530726	0.69221399
191	0.5195530726	0.6922130619
192	0.5235434956	0.6921639308
193	0.522745411	0.6921605622
194	0.522745411	0.6921596411
195	0.5219473264	0.6921587224
196	0.5211492418	0.6921578061
197	0.5291300878	0.6921277436
198	0.5291300878	0.6921268315
199	0.5291300878	0.6920987937
200	0.5291300878	0.6920978868
201	0.5291300878	0.6920969823
202	0.5291300878	0.6920960802
203	0.5291300878	0.6920951803
204	0.5291300878	0.6920942829
205	0.5291300878	0.6920933877
206	0.5291300878	0.6920924949
207	0.5291300878	0.6920916045
208	0.5291300878	0.6920907164
209	0.5291300878	0.6920750572
210	0.5291300878	0.6920400699
211	0.5291300878	0.6920391897
212	0.5291300878	0.6920383117
213	0.5291300878	0.692037436
214	0.5283320032	0.6920365627
215	0.5283320032	0.6920356915
216	0.5283320032	0.6920348226
217	0.5283320032	0.6920339561
218	0.5283320032	0.6920330917
219	0.5283320032	0.6920322296
220	0.5283320032	0.6920313698
221	0.5283320032	0.6920305122
222	0.5283320032	0.6920222037
223	0.5283320032	0.6920213506
224	0.5283320032	0.6920204998
225	0.5283320032	0.692019651
226	0.5283320032	0.6920188046
227	0.526735834	0.6920179604
228	0.526735834	0.6920171182
229	0.5283320032	0.6920083756
230	0.5283320032	0.6920075377
231	0.5283320032	0.6920067021
232	0.5283320032	0.6920058686
233	0.5283320032	0.6920050373
234	0.5283320032	0.6919625842
235	0.5283320032	0.6919617576
236	0.5283320032	0.691925922
237	0.5283320032	0.6919251002
238	0.5283320032	0.6919242805
239	0.5283320032	0.6919234631
240	0.5283320032	0.6919226477
241	0.5283320032	0.6919218346
242	0.526735834	0.6919210235
243	0.526735834	0.6919202145
244	0.526735834	0.6919194076
245	0.5251396648	0.6919186029
246	0.5251396648	0.6919178001
247	0.5291300878	0.6918854258
248	0.5283320032	0.6918846266
249	0.5283320032	0.6918838295
250	0.5283320032	0.6918830345
251	0.5283320032	0.6918709564
252	0.5283320032	0.6918701655
253	0.5283320032	0.6918693767
254	0.5283320032	0.6918683376
255	0.5283320032	0.6918675529
256	0.5283320032	0.6918667702
257	0.5283320032	0.6918659896
258	0.5283320032	0.691865211
259	0.5283320032	0.6918644345
260	0.5283320032	0.6918636599
261	0.5283320032	0.6918628874
262	0.5283320032	0.6918621169
263	0.5283320032	0.6918613484
264	0.5283320032	0.6918605823
265	0.5283320032	0.6918587626
266	0.5283320032	0.6918580001
267	0.5283320032	0.6918572396
268	0.5283320032	0.691856481
269	0.5275339186	0.6918557244
270	0.5275339186	0.6918549698
271	0.5275339186	0.6918542171
272	0.5275339186	0.6918534664
273	0.5275339186	0.6918527176
274	0.5275339186	0.6918519708
275	0.5275339186	0.691851226
276	0.5275339186	0.691850483
277	0.5275339186	0.691849742
278	0.5259377494	0.691849003
279	0.5259377494	0.6918482658
280	0.5283320032	0.6918252563
281	0.5283320032	0.6918245227
282	0.5283320032	0.6918237911
283	0.5283320032	0.6918230614
284	0.5283320032	0.6918223336
285	0.5283320032	0.6918216077
286	0.5283320032	0.6918208837
287	0.5283320032	0.6918201616
288	0.5283320032	0.6918194413
289	0.5283320032	0.6918157891
290	0.5283320032	0.6918150726
291	0.5283320032	0.6918143579
292	0.5283320032	0.6918136451
293	0.5283320032	0.6918129342
294	0.5283320032	0.6918122251
295	0.5283320032	0.6918115178
296	0.5283320032	0.6918041875
297	0.5275339186	0.691803484
298	0.5275339186	0.6917807381
299	0.5275339186	0.6917800385
300	0.5275339186	0.6917793406
301	0.5275339186	0.6917786446
302	0.5283320032	0.6917367318
303	0.5275339186	0.6917360397
304	0.5275339186	0.6917352292
305	0.5275339186	0.6917345406
306	0.5275339186	0.6917338539
307	0.5275339186	0.6917331689
308	0.5275339186	0.6917324856
309	0.5275339186	0.6917318042
310	0.5275339186	0.6917311245
311	0.5275339186	0.6917304466
312	0.526735834	0.6917297705
313	0.5259377494	0.6917290961
314	0.5291300878	0.6917005131
315	0.5291300878	0.6916998418
316	0.5291300878	0.6916991723
317	0.5291300878	0.6916966722
318	0.5283320032	0.6916960062
319	0.5283320032	0.6916953419
320	0.5283320032	0.6916946793
321	0.5283320032	0.6916940184
322	0.5283320032	0.6916933592
323	0.5291300878	0.6916927018
324	0.5291300878	0.6916407139
325	0.5291300878	0.6915947261
326	0.5291300878	0.691594075
327	0.5291300878	0.6915934256
328	0.5291300878	0.6915927778
329	0.5291300878	0.691592132
330	0.5291300878	0.6915877519
331	0.5299281724	0.6915871093
332	0.5299281724	0.6915864682
333	0.5299281724	0.6915858289
334	0.5299281724	0.6915851912
335	0.5299281724	0.6915845552
336	0.5299281724	0.6915839208
337	0.5299281724	0.6915832881
338	0.5291300878	0.691582657
339	0.5291300878	0.6915820276
340	0.5291300878	0.6915813998
341	0.5291300878	0.6915807736
342	0.5291300878	0.691580149
343	0.5291300878	0.6915795263
344	0.5291300878	0.691578905
345	0.5291300878	0.6915782854
346	0.5291300878	0.6915776673
347	0.5291300878	0.6915770508
348	0.5291300878	0.691576436
349	0.5283320032	0.6915345876
350	0.5283320032	0.6915324965
351	0.5283320032	0.6915318862
352	0.5283320032	0.6915312776
353	0.5283320032	0.6915306705
354	0.5283320032	0.6915300652
355	0.5283320032	0.6915294613
356	0.5275339186	0.6915288589
357	0.5275339186	0.6915282581
358	0.5275339186	0.6915276591
359	0.5275339186	0.6915254108
360	0.5275339186	0.6915248147
361	0.5275339186	0.6915242203
362	0.5275339186	0.6915179607
363	0.5275339186	0.6915173693
364	0.5283320032	0.6915167793
365	0.5283320032	0.6915161909
366	0.5283320032	0.6915156041
367	0.5275339186	0.6915150187
368	0.5275339186	0.6915144349
369	0.5275339186	0.6915138526
370	0.5275339186	0.6915132718
371	0.5275339186	0.6915126925
372	0.5275339186	0.6915121148
373	0.5275339186	0.6915115385
374	0.5275339186	0.6915090049
375	0.5275339186	0.6915084316
376	0.5275339186	0.69150786
377	0.5275339186	0.6915072897
378	0.5275339186	0.6914718615
379	0.5275339186	0.6914691232
380	0.5275339186	0.6914685576
381	0.5275339186	0.6914679933
382	0.5275339186	0.6914674306
383	0.5275339186	0.6914668695
384	0.5275339186	0.6914663097
385	0.5275339186	0.6914657514
386	0.5275339186	0.6914637882
387	0.5275339186	0.6914632328
388	0.5283320032	0.6914626787
389	0.5283320032	0.6914621262
390	0.5283320032	0.691461575
391	0.5283320032	0.6914610253
392	0.5283320032	0.6914604771
393	0.5283320032	0.6914599302
394	0.5283320032	0.691459385
395	0.5283320032	0.691458841
396	0.5283320032	0.6914582984
397	0.5283320032	0.6914577572
398	0.5283320032	0.6914491474
399	0.5283320032	0.6914484943
400	0.5283320032	0.6914406031
401	0.5283320032	0.6914400675
402	0.5283320032	0.6914395335
403	0.5283320032	0.6914390008
404	0.5283320032	0.6914384694
405	0.5283320032	0.6914379394
406	0.5283320032	0.6914099016
407	0.5283320032	0.6914093747
408	0.5283320032	0.6914088492
409	0.5283320032	0.6914083252
410	0.5283320032	0.6914078025
411	0.5283320032	0.6914072811
412	0.5283320032	0.6913855689
413	0.5283320032	0.6913850505
414	0.5283320032	0.6913845331
415	0.5283320032	0.6913840172
416	0.5283320032	0.6913602252
417	0.5283320032	0.6913597124
418	0.5283320032	0.6913484741
419	0.5283320032	0.6913479638
420	0.5283320032	0.6913474548
421	0.5283320032	0.6913469473
422	0.5283320032	0.6913095826
423	0.5283320032	0.691309078
424	0.5283320032	0.6913085748
425	0.5283320032	0.6913080728
426	0.5283320032	0.6912687628
427	0.5283320032	0.6912682635
428	0.5275339186	0.691224111
429	0.5275339186	0.691223614
430	0.5275339186	0.6912231181
431	0.5275339186	0.6911910868
432	0.5275339186	0.6911905943
433	0.5275339186	0.691190103
434	0.5275339186	0.6911896129
435	0.5275339186	0.6911891241
436	0.5275339186	0.6911817909
437	0.5275339186	0.6911813046
438	0.5275339186	0.6911808195
439	0.5275339186	0.6911803357
440	0.5275339186	0.6911798533
441	0.5275339186	0.691179372
442	0.5275339186	0.6911788919
443	0.5275339186	0.6911784131
444	0.5275339186	0.6911779357
445	0.5283320032	0.6911774595
446	0.5283320032	0.6911769844
447	0.5291300878	0.6911765106
448	0.5283320032	0.6911434387
449	0.5283320032	0.6911429671
450	0.5283320032	0.6911424966
451	0.5283320032	0.6911325106
452	0.5283320032	0.6911320427
453	0.5283320032	0.6911315761
454	0.5283320032	0.6911311105
455	0.5291300878	0.6911275815
456	0.5291300878	0.6911271184
457	0.5291300878	0.6911266566
458	0.5291300878	0.6911261958
459	0.5291300878	0.6910771813
460	0.5291300878	0.6910767233
461	0.5291300878	0.6910471629
462	0.5291300878	0.6910467073
463	0.5291300878	0.6910462528
464	0.5291300878	0.6910457996
465	0.5291300878	0.6910453475
466	0.5291300878	0.6910448966
467	0.5291300878	0.6910424036
468	0.5291300878	0.691041955
469	0.5291300878	0.6910415076
470	0.5291300878	0.6910410614
471	0.5275339186	0.6910305917
472	0.5275339186	0.6910301478
473	0.5283320032	0.6909952176
474	0.5275339186	0.6909947763
475	0.5275339186	0.6909943362
476	0.5291300878	0.6909536172
477	0.5291300878	0.6909531796
478	0.5291300878	0.6909527431
479	0.5283320032	0.6909523077
480	0.5275339186	0.6909518735
481	0.5275339186	0.6909512004
482	0.5275339186	0.6909507684
483	0.5275339186	0.6909496955
484	0.5275339186	0.6909492657
485	0.5275339186	0.6909488371
486	0.5275339186	0.6909484096
487	0.5275339186	0.6909479833
488	0.5275339186	0.690947558
489	0.5275339186	0.6909471338
490	0.5275339186	0.6909467108
491	0.5275339186	0.6909462888
492	0.5275339186	0.6909458679
493	0.5275339186	0.6909454482
494	0.5275339186	0.6909450295
495	0.5275339186	0.6909446119
496	0.5275339186	0.6909441954
497	0.5283320032	0.6908925357
498	0.5283320032	0.6908921213
499	0.5283320032	0.6908917081
500	0.5283320032	0.6908912959
501	0.5283320032	0.6908908848
502	0.5283320032	0.6908904748
503	0.5283320032	0.6908900658
504	0.5283320032	0.6908896579
505	0.5283320032	0.690889251
506	0.5283320032	0.6908888453
507	0.5283320032	0.6908847515
508	0.5283320032	0.6908802401
509	0.5283320032	0.6908798375
510	0.5283320032	0.6908794359
511	0.5283320032	0.6908790353
512	0.5283320032	0.6908786358
513	0.5283320032	0.6908782374
514	0.5283320032	0.6908778399
515	0.5283320032	0.6908774435
516	0.5283320032	0.6908770482
517	0.5283320032	0.6908658019
518	0.5283320032	0.6908654087
519	0.5283320032	0.6908650166
520	0.5283320032	0.6908646255
521	0.5283320032	0.6908642353
522	0.5283320032	0.6908638462
523	0.5283320032	0.690863458
524	0.5283320032	0.6908630709
525	0.5283320032	0.690861754
526	0.5283320032	0.6908360624
527	0.5283320032	0.6908356784
528	0.5283320032	0.6908352956
529	0.5283320032	0.6908349137
530	0.5283320032	0.6908345327
531	0.5283320032	0.6908341528
532	0.5283320032	0.6908336558
533	0.5283320032	0.6908332778
534	0.5283320032	0.6908329008
535	0.5283320032	0.6908325248
536	0.5291300878	0.6907832015
537	0.5291300878	0.6907828268
538	0.5291300878	0.6907824531
539	0.5291300878	0.6907820804
540	0.5291300878	0.6907814252
541	0.5291300878	0.6907810544
542	0.5291300878	0.6907806847
543	0.5291300878	0.6907803158
544	0.5291300878	0.6907799479
545	0.5291300878	0.6907616966
546	0.5291300878	0.6907613308
547	0.5291300878	0.6907609659
548	0.5291300878	0.690760602
549	0.5291300878	0.690727337
550	0.5291300878	0.6907269753
551	0.5291300878	0.6907266145
552	0.5291300878	0.6907199153
553	0.5291300878	0.690705243
554	0.5291300878	0.6906623373
555	0.5291300878	0.6906619806
556	0.5291300878	0.6906616217
557	0.5339185954	0.6906070151
558	0.5339185954	0.6906066607
559	0.5339185954	0.6906063071
560	0.5339185954	0.6906018814
561	0.5339185954	0.6906015299
562	0.5339185954	0.6905738654
563	0.5339185954	0.6905735157
564	0.5339185954	0.6905660332
565	0.5339185954	0.6905656855
566	0.5331205108	0.6905653387
567	0.5331205108	0.6905649926
568	0.5331205108	0.6905646475
569	0.5331205108	0.6905643033
570	0.5331205108	0.6905639601
571	0.5331205108	0.6905636178
572	0.5331205108	0.6905632762
573	0.5331205108	0.6905629356
574	0.5323224262	0.6905625722
575	0.5323224262	0.6905622333
576	0.5323224262	0.6905618953
577	0.5331205108	0.6905434388
578	0.5331205108	0.6905431026
579	0.5331205108	0.6905427673
580	0.5331205108	0.6905424329
581	0.5323224262	0.6905420993
582	0.5323224262	0.6905417666
583	0.5323224262	0.6905414347
584	0.5323224262	0.6905411038
585	0.5323224262	0.6905407737
586	0.5331205108	0.6905333933
587	0.5331205108	0.6905330648
588	0.5331205108	0.6905327372
589	0.5331205108	0.6905324106
590	0.5331205108	0.6905320847
591	0.5331205108	0.6905317596
592	0.5331205108	0.6905249116
593	0.5331205108	0.6905245882
594	0.5331205108	0.6905231868
595	0.5331205108	0.6905228652
596	0.5331205108	0.6904839971
597	0.5331205108	0.6904836774
598	0.5331205108	0.6904821917
599	0.5331205108	0.6904818736
600	0.5323224262	0.6904815564
601	0.5315243416	0.69048124
602	0.5315243416	0.6904809245
603	0.5315243416	0.6904806097
604	0.5315243416	0.6904802958
605	0.530726257	0.6904799827
606	0.530726257	0.6904796704
607	0.530726257	0.690479359
608	0.5299281724	0.6904790483
609	0.5299281724	0.6904777589
610	0.5299281724	0.6904774498
611	0.5299281724	0.6904771416
612	0.5299281724	0.6904768341
613	0.5299281724	0.6904765275
614	0.5299281724	0.6904762216
615	0.5299281724	0.6904759166
616	0.5299281724	0.6904756123
617	0.530726257	0.6904109431
618	0.5299281724	0.6904106406
619	0.5299281724	0.690410339
620	0.5299281724	0.6904092023
621	0.5299281724	0.6904089023
622	0.5299281724	0.690408603
623	0.5299281724	0.6904083046
624	0.5299281724	0.6904078919
625	0.5299281724	0.690407595
626	0.5299281724	0.6904072988
627	0.5379090184	0.6903640777
628	0.5379090184	0.6903637826
629	0.5371109338	0.6903400529
630	0.5379090184	0.6903397594
631	0.5379090184	0.6903394667
632	0.5371109338	0.6903277674
633	0.5371109338	0.6903274763
634	0.5379090184	0.6903271859
635	0.5379090184	0.6903268963
636	0.5371109338	0.690324475
637	0.5371109338	0.6903239699
638	0.5371109338	0.6902799992
639	0.5371109338	0.6902797127
640	0.5371109338	0.6902794269
641	0.5371109338	0.6902791419
642	0.5371109338	0.6902665866
643	0.5371109338	0.690266303
644	0.5371109338	0.6902660202
645	0.5371109338	0.6902657382
646	0.5371109338	0.6902654568
647	0.5371109338	0.6902651762
648	0.5371109338	0.6902648964
649	0.5371109338	0.6902646172
650	0.5371109338	0.6902643388
651	0.5371109338	0.69023061
652	0.5371109338	0.6901994185
653	0.5371109338	0.6901991429
654	0.5371109338	0.690198868
655	0.5371109338	0.6901985938
656	0.5371109338	0.6901983203
657	0.5371109338	0.6901980475
658	0.5371109338	0.6901977754
659	0.5371109338	0.690197504
660	0.5371109338	0.6901972334
661	0.5371109338	0.6901969634
662	0.5371109338	0.6901966942
663	0.5371109338	0.6901964256
664	0.5371109338	0.6901907604
665	0.5371109338	0.6901904933
666	0.5371109338	0.6901902269
667	0.5371109338	0.6901899612
668	0.5371109338	0.6901721749
669	0.5371109338	0.6901719107
670	0.5363128492	0.6901716472
671	0.5371109338	0.6901503807
672	0.5371109338	0.6901501187
673	0.5363128492	0.6901498396
674	0.5363128492	0.690149579
675	0.5363128492	0.690149319
676	0.5363128492	0.6901490597
677	0.5371109338	0.6901298389
678	0.5371109338	0.6900983784
679	0.5371109338	0.6900981213
680	0.5371109338	0.690097865
681	0.5371109338	0.6900976093
682	0.5371109338	0.6900973542
683	0.5371109338	0.6900970998
684	0.5363128492	0.6900968461
685	0.5363128492	0.6900965931
686	0.5363128492	0.6900936265
687	0.5363128492	0.6900933748
688	0.5363128492	0.6900931237
689	0.5363128492	0.6900928732
690	0.5363128492	0.6900926234
691	0.5363128492	0.6900923743
692	0.5363128492	0.6900921258
693	0.5363128492	0.6900918779
694	0.5363128492	0.6900916307
695	0.5363128492	0.6900704948
696	0.5363128492	0.690070249
697	0.5363128492	0.6900700038
698	0.5363128492	0.6900696208
699	0.5355147646	0.6900693769
700	0.5363128492	0.6900305864
701	0.5363128492	0.6900303442
702	0.5363128492	0.6900301025
703	0.5363128492	0.6900298614
704	0.5355147646	0.6900296209
705	0.5355147646	0.6900293811
706	0.5355147646	0.6900291419
707	0.53471668	0.6900289033
708	0.53471668	0.6900286654
709	0.53471668	0.690028428
710	0.53471668	0.6899968652
711	0.53471668	0.6899963509
712	0.53471668	0.6899961157
713	0.53471668	0.689995881
714	0.53471668	0.689995647
715	0.53471668	0.6899954136
716	0.5339185954	0.6899951807
717	0.5339185954	0.6899949485
718	0.5331205108	0.6899947169
719	0.5331205108	0.6899944859
720	0.5331205108	0.6899942555
721	0.5379090184	0.6899144726
722	0.5379090184	0.6899142436
723	0.5379090184	0.6898934435
724	0.5379090184	0.6898932158
725	0.5379090184	0.6898929887
726	0.5379090184	0.6898927622
727	0.5379090184	0.6898925363
728	0.5371109338	0.6898793692
729	0.5371109338	0.6898303886
730	0.5371109338	0.6898301648
731	0.5371109338	0.6897970541
732	0.5371109338	0.6897968315
733	0.5371109338	0.6897943681
734	0.5371109338	0.6897941467
735	0.5371109338	0.6897939258
736	0.5371109338	0.6897647498
737	0.5371109338	0.6897617007
738	0.5371109338	0.6897614818
739	0.5371109338	0.6897612635
740	0.5371109338	0.6897610457
741	0.5371109338	0.6897608285
742	0.5371109338	0.6897606119
743	0.5371109338	0.6897603958
744	0.5371109338	0.6897590515
745	0.5371109338	0.6897588366
746	0.5371109338	0.6897586222
747	0.5371109338	0.6897584083
748	0.5371109338	0.6897581951
749	0.5363128492	0.6897579823
750	0.5363128492	0.6897577141
751	0.5363128492	0.6897575025
752	0.5363128492	0.6897572914
753	0.5363128492	0.6897570809
754	0.5363128492	0.6897547624
755	0.5363128492	0.689754553
756	0.5363128492	0.6897234995
757	0.5363128492	0.6897232913
758	0.5363128492	0.6897230837
759	0.5371109338	0.6896901691
760	0.5371109338	0.6896899627
761	0.5371109338	0.6896636611
762	0.5371109338	0.6896634559
763	0.5371109338	0.6896632514
764	0.5371109338	0.6896630473
765	0.5363128492	0.6896628438
766	0.5363128492	0.6896626408
767	0.5363128492	0.6896624383
768	0.5363128492	0.6896622363
769	0.5371109338	0.6896448833
770	0.5371109338	0.6896446824
771	0.5371109338	0.6896444821
772	0.5379090184	0.6896364426
773	0.5379090184	0.6896362433
774	0.5379090184	0.6896360445
775	0.5379090184	0.6896098385
776	0.5379090184	0.689609641
777	0.5379090184	0.6896094439
778	0.5379090184	0.6896092474
779	0.5379090184	0.6895514977
780	0.5379090184	0.6895513025
781	0.5379090184	0.6895511077
782	0.5379090184	0.6895509135
783	0.5379090184	0.6895507197
784	0.5379090184	0.6895505265
785	0.5379090184	0.6895503337
786	0.5379090184	0.6895501415
787	0.5379090184	0.689549939
788	0.5379090184	0.6895497478
789	0.5379090184	0.6895495571
790	0.5379090184	0.6895493668
791	0.5379090184	0.6895491771
792	0.5379090184	0.6895489878
793	0.5379090184	0.6895487991
794	0.5379090184	0.6895486109
795	0.5379090184	0.6895484231
796	0.5371109338	0.6895482358
797	0.5371109338	0.689548049
798	0.5379090184	0.6894855423
799	0.5379090184	0.689485357
800	0.5379090184	0.689485172
801	0.5379090184	0.6894489887
802	0.538707103	0.6894488045
803	0.5379090184	0.689419763
804	0.5379090184	0.6893983421
805	0.5379090184	0.6893981595
806	0.5379090184	0.6893979775
807	0.5379090184	0.6893977959
808	0.5379090184	0.6893976147
809	0.5379090184	0.6893974341
810	0.5379090184	0.6893947984
811	0.5379090184	0.6893946186
812	0.5379090184	0.6893944394
813	0.5379090184	0.6893942607
814	0.5379090184	0.6893940823
815	0.538707103	0.6893939045
816	0.538707103	0.6893924201
817	0.538707103	0.6893922431
818	0.5379090184	0.6893628022
819	0.5379090184	0.6893626263
820	0.5379090184	0.6893624509
821	0.5379090184	0.6893622759
822	0.5379090184	0.6893303346
823	0.5379090184	0.6893301606
824	0.5379090184	0.689329987
825	0.5379090184	0.689329814
826	0.5379090184	0.6893129394
827	0.5379090184	0.6892901728
828	0.538707103	0.6892537505
829	0.538707103	0.6892535793
830	0.538707103	0.6892534086
831	0.538707103	0.6892532383
832	0.5379090184	0.6892530686
833	0.538707103	0.689251984
834	0.5379090184	0.6892338759
835	0.5379090184	0.6892337073
836	0.5379090184	0.6892335391
837	0.5379090184	0.6892333713
838	0.5379090184	0.6892332039
839	0.5379090184	0.6892330371
840	0.5379090184	0.6892328706
841	0.5379090184	0.6892327045
842	0.5379090184	0.6892325389
843	0.5379090184	0.6892323662
844	0.5379090184	0.6892322014
845	0.5379090184	0.6892320371
846	0.5379090184	0.6892318732
847	0.5379090184	0.6892317098
848	0.5379090184	0.6892315467
849	0.5379090184	0.6892313841
850	0.5379090184	0.6891978248
851	0.5379090184	0.6891976631
852	0.5379090184	0.6891975019
853	0.5379090184	0.6891973411
854	0.5379090184	0.6891971806
855	0.5379090184	0.6891970206
856	0.538707103	0.6891653791
857	0.538707103	0.6891652197
858	0.538707103	0.6891287845
859	0.538707103	0.6891286262
860	0.538707103	0.6891284683
861	0.538707103	0.6891049765
862	0.538707103	0.6891048196
863	0.538707103	0.6891006339
864	0.538707103	0.6891004779
865	0.538707103	0.6891003222
866	0.538707103	0.6890619579
867	0.538707103	0.6890618032
868	0.538707103	0.6890616489
869	0.538707103	0.689061495
870	0.538707103	0.6890613415
871	0.538707103	0.6890611884
872	0.538707103	0.6890610358
873	0.538707103	0.6890608835
874	0.538707103	0.6890607317
875	0.538707103	0.6890605802
876	0.538707103	0.6890604291
877	0.538707103	0.6890602784
878	0.538707103	0.6890601281
879	0.538707103	0.6890599781
880	0.538707103	0.6890598286
881	0.538707103	0.6890204104
